ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:01001748	cyclonic circulation	ENVO:01001747	mass fluid flow	cyclonic rotation	obo:subsets/envo-basic.obo#envoAtmo|obo:subsets/envo-basic.obo#envoMarine|obo:subsets/envo-basic.obo#envoPolar	A mass fluid flow which moves  in the same direction as a planet's rotation, rotating due to a Coriolis effect.
ENVO:01001776	subsurface zone of an astronomical body	BFO:0000050 some ENVO:01000799|ENVO:01000408	 some astronomical body|environmental zone			An environmental zone which includes those regions of an astronomical body which are not exposed to its atmosphere or space.
ENVO:01001780	desert ecosystem	ENVO:01001110	ecosystem			An ecosystem in which the composition, structure, and function of resident ecological assemblages are primarily determined by a desert.
ENVO:01001782	landmass	ENVO:01001785	land			A large continuous area of land, either surrounded by sea or contiguous with another landmass.
ENVO:01001784	compound astronomical body part	ENVO:01000813	astronomical body part			A part of an astronomical body which is composed of a continuous medium bearing liquid, gaseous, and solid material in variable quantities.
ENVO:01001785	land	ENVO:01001483|RO:0002473 some ENVO:01000814	 some solid environmental material|surface of an astronomical body			A surface layer of an astronomical body which is primarily composed of solid material and is not covered by oceans or other bodies of water.
ENVO:01001790	terrestrial ecosystem	ENVO:01001110	ecosystem			An ecosystem which primarily occurs on land.
ENVO:01001795	ecosystem process	ENVO:02500000	environmental system process			An environmental process either driven by or primarily impacting the parts or emergent properties of an ecosystem.
ENVO:01001814	organic object					An object which is formed as a result of one or more biological processes and is composed primarily of organic material.
ENVO:01001848	rime	ENVO:01001850	frost		obo:subsets/envo-basic.obo#envoPolar	Water ice which 1) has a white or milky and opaque appearance, 2) has a granular texture, and 3) is formed as a result of the deposition and rapid freezing of supercooled water drops as they make contact with an exposed object.
ENVO:01001850	frost	ENVO:00010483|RO:0002220 some ENVO:00010504|RO:0002354 some ENVO:03000055|RO:0002473 some ENVO:01000846	 some desublimation of water vapour into ice| some surface layer| some water ice crystal|environmental material			An environmental material which is primarily composed of minute ice crystals forming a fuzzy layer over a cold surface by direct deposition of water vapor.
ENVO:01001856	liquid accumulation process	ENVO:03000009	material accumulation process			A material accumulation process during which the volume of liquid entity increases.
ENVO:01001884	surface landform	ENVO:01001886	landform	geographic feature		A landform which occurs on the surface of an astronomical body.
ENVO:01001886	landform	ENVO:00000191	solid astronomical body part			A solid astronomical body part which has been formed from and is composed primarily of the matter of that astronomical body.
ENVO:01003001	water-holding capacity					A disposition of a material entity which is realised when it is saturated with liquid water.
ENVO:01003002	particle	BFO:0000050 some ENVO:01000060|ENVO:01001687	 some particulate environmental material|mass of solid material	grain		A mass of solid material which is either 1) a minute fragment of a larger mass or 2) one of a collection of small masses composing an aggregate.
ENVO:01003003	particle of clay	ENVO:01003002	particle	clay particle		A particle which 1) is composed primarily of hydrous aluminium phyllosilicate minerals, in turn composed of aluminium and silicon ions bonded into tiny, thin plates by interconnecting oxygen and hydroxide ions, and 2) is or was part of a portion of clay.
ENVO:01003012	advective					A physical quality of a process which is characteristic of process that transport material without, themselves, changing the qualities of those materials or the processes that are unfolding within them.
ENVO:01003020	fiat part of an astronomical object	BFO:0000050 some ENVO:01000804	 some astronomical object			A part of an environmental system whose boundaries are determined by fiat.
ENVO:02000044	siliceous ooze	ENVO:01000082	biogenous sediment		obo:subsets/envo-basic.obo#envoPolar	Siliceous ooze is a marine sediment composed of the debris of plankton with silica shells, such as diatoms and radiolaria. This ooze is limited to areas with high biological productivity, such as the polar oceans, and upwelling zones near the equator. The least common type of sediment, it covers only 15% of the ocean floor. It accumulates at a slower rate than calcareous ooze: 0.2-1 cm / 1000 yr.
ENVO:02000049	coastal water body	ENVO:00001999	marine water body		obo:subsets/envo-basic.obo#envoPolar	Coastal water is a marine water body bordering a coast.
ENVO:02000140	fluid environmental material	ENVO:00010483	environmental material	fluid		An environmental material which is unable to resist shear forces and continuously deforms when subject to them.
ENVO:02500000	environmental system process					A process in which includes the components of an environmental system as participants.
ENVO:02500003	atmospheric process	ENVO:02500000	environmental system process			A process which occurs within an atmosphere.
ENVO:02500004	greenhouse effect	ENVO:02500003	atmospheric process		obo:subsets/envo-basic.obo#envoPolar	A process by which thermal radiation from a planetary surface is absorbed by atmospheric greenhouse gases, and is re-radiated in all directions. Since part of this re-radiation is back towards the surface and the lower atmosphere, it results in an elevation of the average surface temperature above what it would be in the absence of the gases.
ENVO:02500007	ecosystem-wide photosynthesis	ENVO:01001795	ecosystem process		obo:subsets/envo-basic.obo#envoPolar	A process which consists of all photosynthesis processes instantiated in an ecosystem.
ENVO:02500008	ecosystem-wide respiration	ENVO:02500000	environmental system process			A process which consists of all respiration processes instantiated in an ecosystem.
ENVO:02500009	biogeochemical cycling	ENVO:02500030	biogeochemical process		obo:subsets/envo-basic.obo#envoPolar	A biogeochemical process during which one or more chemical compounds are sequentially converted into a series of related compounds in a regularly repeating, periodic fashion.
ENVO:02500010	carbon cycling	ENVO:02500009	biogeochemical cycling	carbon cycle	obo:subsets/envo-basic.obo#envoPolar	A biogeochemical cycle which has carbon-bearing chemical entities as participants.
ENVO:02500018	algal bloom process	BFO:0000066 some ENVO:01000317|ENVO:01001795|RO:0000057 some ENVO:2000004	 some algal bloom| some aquatic environment|ecosystem process		obo:subsets/envo-basic.obo#envoPolar	A process during which the populations in a community of algae in a marine or freshwater ecosystem undergo rapid growth, resulting in high concentrations of algal cells that occur only periodically and briefly in that ecosystem, relative to their concentrations through the majority of the planetary orbital period.
ENVO:02500027	anthropogenic environmental process	ENVO:02500000	environmental system process			An environmental process which is driven by the action of humans.
ENVO:02500028	planetary erosion	ENVO:01001346|RO:0000057 some ENVO:00010483|RO:0000057 some ENVO:01000638	 some environmental material| some planetary crust|erosion		obo:subsets/envo-basic.obo#envoPolar	An action of exogenic processes (such as water flow or wind) which remove environmental material from one part of a planet's crust, transporting it to another location where it is deposited.
ENVO:02500030	biogeochemical process	ENVO:02500000|RO:0000057 some ENVO:01000951	 some natural environment|environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which chemicals that are involved in natural ecosystem processes are transported or transformed, and which impact the activity of biological entities
ENVO:02500036	environmental pollution	ENVO:02500000	environmental system process	pollution	obo:subsets/envo-basic.obo#environmental_hazards	An environmental system process that results in the introduction of contaminants into an environment.
ENVO:02500037	air pollution				obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	A pollution process during which particulates or other contaminants are released into a portion of air.
ENVO:02500038	soil pollution	RO:0002234 some ENVO:00002116	 some contaminated soil		obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	A pollution process during which contaminants are released into soil.
ENVO:02500039	water pollution				obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	A pollution process during which contaminants are released into water.
ENVO:02500040	plastic pollution	ENVO:02500036	environmental pollution		obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPlastics|obo:subsets/envo-basic.obo#envoPolar	A pollution process during which plastic contaminants are released into an environmental material.
ENVO:02500043	pollution monitoring				obo:subsets/envo-basic.obo#envoPolar	A monitoring process that assays the level of environmental pollutants to determine the presence of effect of environmental pollution.
ENVO:03000000	neve	ENVO:01000406|RO:0001000 some ENVO:03000027	 some powdery snow|snow	névé	obo:subsets/envo-basic.obo#envoPolar	Partially compacted granular snow, which has undergone several cycles of melting and refreezing while being compacted, usually found on the atmosphere-exposed surface of a glacier.
ENVO:03000002	firn	ENVO:01000406	snow		obo:subsets/envo-basic.obo#envoPolar	Granular snow which contains a proportion of fused granules formed through melting and re-thawing while being compacted by the weight of overlying material and which contains interconnected gaseous pores.
ENVO:03000003	nivation	BFO:0000051 some ENVO:03000008|BFO:0000062 some ENVO:01000895|ENVO:03000043|RO:0002233 some ENVO:03000027	 some compaction process| some powdery snow| some snowfall|material transformation process		obo:subsets/envo-basic.obo#envoPolar	A material transformation process during which recently precipitated, powdery snow transitions into firn or névé through compaction and/or through cycles of freezing and thawing.
ENVO:03000004	glacial ice	ENVO:01000277	water ice		obo:subsets/envo-basic.obo#envoPolar	Any water ice that is part of a glacier.
ENVO:03000005	erosionally enriched glacial ice	BFO:0000050 some ENVO:00000133|ENVO:03000025|RO:0002353 some ENVO:03000006	 some glacial erosion process| some glacier|erosionally enriched ice		obo:subsets/envo-basic.obo#envoPolar	Glacial ice which contains material liberated during a glacial erosion process.
ENVO:03000006	glacial erosion process	ENVO:02500028|RO:0000057 some ENVO:00000133|RO:0000057 some ENVO:01000635	 some glacier| some planetary landmass|planetary erosion	glaciation	obo:subsets/envo-basic.obo#envoPolar	An erosion process during which the movement of a glacier across a terrestrial surface causes the removal of material from that surface.
ENVO:03000007	blue ice	ENVO:01000277	water ice		obo:subsets/envo-basic.obo#envoPolar	Water ice containing little to no air bubbles resulting in a reduction of internal light scattering and, given sufficient volume, a blue appearance.
ENVO:03000008	compaction process	ENVO:02500000|RO:0002234 some ENVO:06105205	 some compacted soil|environmental system process		obo:subsets/envo-basic.obo#envoPolar	A physical process during which atoms, molecules, or other consituents of a material entity are forced closer together.
ENVO:03000009	material accumulation process	ENVO:02500000	environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which the mass of one or more materials, present within a given site, increases.
ENVO:03000010	material transport process	ENVO:02500000	environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which material is displaced from its original location and transported either to a new location or back to the original location.
ENVO:03000011	ice gain	ENVO:01001618|RO:0000057 some ENVO:01000277|RO:0000057 some ENVO:01000293	 some ice mass| some water ice|ice accumulation process	accumulation of ice|ice accumulation	obo:subsets/envo-basic.obo#envoPolar	A material accumulation process during which the mass of an existing ice mass increases.
ENVO:03000012	glacial transport process	ENVO:01001533|RO:0000057 some ENVO:00000133	 some glacier|mass ice flow	glacial flow|glacial movement	obo:subsets/envo-basic.obo#envoPolar	A material transport process during which the snow and ice constituting a glacier, and anything contained within it, is transported down a slope by gravitation.
ENVO:03000013	cirque glacier	ENVO:00000133|RO:0002220 some ENVO:00000155	 some cirque|glacier		obo:subsets/envo-basic.obo#envoPolar	A small glacier contained within a cirque basin.
ENVO:03000015	geographic basin	ENVO:00000309|RO:0002131 some ENVO:01000638	 some planetary crust|depressed landform		obo:subsets/envo-basic.obo#envoPolar	A depression which is part of a planetary crust, is of geographic scale, and is partially or completely enclosed.
ENVO:03000016	material decumulation process	ENVO:02500000	environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which a mass composed of one or more environmental materials, present within a given site, decreases.
ENVO:03000017	glacial ice loss	ENVO:01000915|RO:0000057 some ENVO:00000133|RO:0000057 some ENVO:03000004	 some glacial ice| some glacier|ice loss process		obo:subsets/envo-basic.obo#envoPolar	A process during which the mass of ice constituting a glacier decreases.
ENVO:03000018	englacial stream	ENVO:00000023|RO:0000086 some ENVO:01001621|RO:0002473 some ENVO:01000722	 some englacial| some meltwater|stream		obo:subsets/envo-basic.obo#envoPolar	A stream which is primarily composed of meltwater and which flows within a glacier or ice sheet.
ENVO:03000020	aeolian transport process	BFO:0000051 some ENVO:01000793|ENVO:03000010|RO:0000057 some ENVO:00010483	 some atmospheric wind| some environmental material|material transport process	eolian|æolian	obo:subsets/envo-basic.obo#envoPolar	A material transport process during which one or more environmental materials are transported by the action of wind.
ENVO:03000021	soot	ENVO:01000060	particulate environmental material		obo:subsets/envo-basic.obo#envoPolar	Particulate environmental material which is composed primarily of carbon particles formed through the incomplete combustion of hydrocarbons.
ENVO:03000025	erosionally enriched ice	ENVO:01000277	water ice		obo:subsets/envo-basic.obo#envoPolar	Water ice which contains material liberated during an erosion process.
ENVO:03000027	powdery snow	ENVO:01000406	snow		obo:subsets/envo-basic.obo#envoPolar	Uncompacted snow containing trapped atmospheric gases.
ENVO:03000029	glacial ice gain	ENVO:03000011|RO:0000057 some ENVO:00000133|RO:0002234 some ENVO:03000004	 some glacial ice| some glacier|ice gain		obo:subsets/envo-basic.obo#envoPolar	A process during which the mass of ice constituting a glacier increases.
ENVO:03000030	glacial ice calving process	ENVO:01000917|RO:0000057 some ENVO:00000133	 some glacier|ice calving process	glacier calving	obo:subsets/envo-basic.obo#envoPolar	A process during which a part of a glacier breaks away from the main mass.
ENVO:03000031	iceberg calving process	ENVO:03000030	glacial ice calving process	glacier calving|iceberg calving	obo:subsets/envo-basic.obo#envoPolar	A process during which a part of a glacier breaks away from the main mass as an iceberg.
ENVO:03000032	calving of ice from an iceberg	ENVO:01000917|RO:0000057 some ENVO:00000298	 some marine iceberg|ice calving process		obo:subsets/envo-basic.obo#envoPolar	A process during which a part of an iceberg breaks away from the main mass.
ENVO:03000033	marine sediment	ENVO:00002007|RO:0002220 some ENVO:00001999|RO:0002353 some ENVO:03000036	 some marine water body| some sedimentation in a water body|sediment	marine sediments	obo:subsets/envo-basic.obo#envoPolar	Sediment which has been transported through the marine water column, settling on the seafloor.
ENVO:03000034	shallow marine sediment	ENVO:03000033|RO:0002220 some ENVO:00000223	 some continental shelf|marine sediment	neritic marine sediment|shallow marine sediments	obo:subsets/envo-basic.obo#envoPolar	Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope.
ENVO:03000035	supraglacial lake	ENVO:00000020|RO:0002220 some ENVO:00000133	 some glacier|lake	supraglacial lakes	obo:subsets/envo-basic.obo#envoPolar	A water body which is located in a depression within the surface of a glacier.
ENVO:03000036	sedimentation in a water body	BFO:0000051 some ENVO:01000875|BFO:0000066 some ENVO:00000063|ENVO:03000009|RO:0000057 some ENVO:01000060|RO:0002229 some ENVO:03000010	 some material transport process| some particulate environmental material| some precipitation process| some water body|material accumulation process		obo:subsets/envo-basic.obo#envoPolar	A material accumulation process during which solid particles are pulled through a water body by gravitation or centrifugal force and which ends when they settle on a solid surface.
ENVO:03000037	glacial ice ablation zone	BFO:0000050 some ENVO:00000133|BFO:0000067 some ENVO:01000919|ENVO:01000914	 some glacial ice ablation process| some glacier|ice ablation zone	area of glacial ablation|glacial ablation area|glacial ice ablation area	obo:subsets/envo-basic.obo#envoPolar	An ablation zone which is part of a glacier.
ENVO:03000038	cryoconite deposit	BFO:0000051 some ENVO:00001995|BFO:0000051 some ENVO:00002008|BFO:0000051 some ENVO:03000021|ENVO:01000060|RO:0002353 some ENVO:03000020	 some aeolian transport process| some dust| some rock| some soot|particulate environmental material		obo:subsets/envo-basic.obo#envoPolar	Particulate environmental material which is composed primarily of dust, rock, and soot, as well as the microbial communities associated with these materials, deposited on an ice mass by an aeolian process.
ENVO:03000039	cryoconite hole	BFO:0000051 some ENVO:03000038|ENVO:03000048	 some cryoconite deposit|thaw hole	cryoconite holes	obo:subsets/envo-basic.obo#envoPolar	A vertical thaw hole within an ice mass, formed as a result of ice melt associated with local temperature increases, due to increased absorption of solar radiation by cryoconite deposits.
ENVO:03000040	melt pond	BFO:0000051 some ENVO:01000722|ENVO:00000063|RO:0002220 some ENVO:01000293|RO:0002354 some ENVO:01000721	 some ice mass| some icemelt| some meltwater|water body	melt ponds|meltpond|meltponds	obo:subsets/envo-basic.obo#envoPolar	A water body which forms as a result of localised melting taking place on the surface of a glacier or a mass of sea ice and which is contained in the cavity formed by such melting.
ENVO:03000041	brine channel	BFO:0000051 some ENVO:00003044|ENVO:03000117|RO:0002354 some ENVO:03000042|RO:0002473 some ENVO:01000277	 some brine| some brine channel formation process| some water ice|channel	brine channels	obo:subsets/envo-basic.obo#envoPolar	A channel through which brine flows.
ENVO:03000042	brine channel formation process	BFO:0000062 some ENVO:03000045|ENVO:03000009|RO:0000057 some ENVO:00003044|RO:0000057 some ENVO:01000277|RO:0002234 some ENVO:03000041	 some brine| some brine channel| some brine rejection from seawater| some water ice|material accumulation process		obo:subsets/envo-basic.obo#envoPolar	A material accumulation process during which brine droplets, trapped between ice crystals formed during seawater freezing, form brine channels.
ENVO:03000043	material transformation process	ENVO:02500000|RO:0002233 some ENVO:00010483|RO:0002234 some ENVO:00010483	 some environmental material| some environmental material|environmental system process		obo:subsets/envo-basic.obo#envoPolar	A process during which a portion of some environmental material is converted into a different material or a collection of materials.
ENVO:03000044	sea ice formation process	ENVO:01000950|RO:0002233 some ENVO:00002149|RO:0002234 some ENVO:00002200	 some sea ice| some sea water|water ice formation process		obo:subsets/envo-basic.obo#envoPolar	A material transformation process during which seawater freezes into sea ice.
ENVO:03000045	brine rejection from seawater	BFO:0000050 some ENVO:03000044|ENVO:03000043|RO:0002233 some ENVO:00002149|RO:0002234 some ENVO:00003044	 some brine| some sea ice formation process| some sea water|material transformation process		obo:subsets/envo-basic.obo#envoPolar	A material transformation process during which brine is formed due to the expulsion of salt during frazil formation or a seawater freezing process.
ENVO:03000046	frazil ice	ENVO:01001307 some ENVO:00002006|ENVO:03000063|RO:0002473 some ENVO:01001523	 some frazil|new ice|partially_surrounded_by some liquid water		obo:subsets/envo-basic.obo#envoPolar	New ice which is composed frazil which has congealed into a thin sheet.
ENVO:03000047	frazil ice formation	ENVO:03000056|RO:0002233 some ENVO:00002006|RO:0002234 some ENVO:03000046	 some frazil ice| some liquid water|new ice formation process		obo:subsets/envo-basic.obo#envoPolar	A new ice formation process during which small, needle-like crystals consisting of nearly pure fresh water, form due to the freezing of open, turbulent, supercooled water.
ENVO:03000048	thaw hole	BFO:0000050 some ENVO:03000065|ENVO:03000117|RO:0002354 some ENVO:01000721	 some ice floe| some icemelt|channel	thaw holes	obo:subsets/envo-basic.obo#envoPolar	A channel which traverses an ice mass floating on a water body and bridges the atmosphere to the underlying water through its internal cavity.
ENVO:03000050	atmosphere-exposed melt pond	BFO:0000051 some ENVO:01000722|ENVO:03000040|RO:0002220 some ENVO:01000293|RO:0002220 some ENVO:01000540|RO:0002353 some ENVO:01000723	 some ice mass| some melting| some meltwater| some troposphere|melt pond		obo:subsets/envo-basic.obo#envoPolar	A melt pond which has a surface exposed to the atmosphere.
ENVO:03000051	ice-encased melt pond	BFO:0000051 some ENVO:01000722|ENVO:03000040|RO:0001025 some ENVO:01000293|RO:0002219 some ENVO:01000277|RO:0002353 some ENVO:01000723	 some ice mass| some melting| some meltwater|melt pond|surrounded by some water ice		obo:subsets/envo-basic.obo#envoPolar	A melt pond which is completely encased in ice and thus not directly exposed to the atmosphere or underlying water.
ENVO:03000053	intraglacial lake	BFO:0000051 some ENVO:01000722|ENVO:00000020|RO:0001025 some ENVO:00000133	 some glacier| some meltwater|lake	intraglacial lakes	obo:subsets/envo-basic.obo#envoPolar	A lake which is comprised of meltwater located underneath or within a glacier.
ENVO:03000054	depositional process	ENVO:03000009	material accumulation process		obo:subsets/envo-basic.obo#envoPolar	A process during which material entities are added to a landform or to a feature upon the landform.
ENVO:03000055	desublimation of water vapour into ice	ENVO:01000726|RO:0002233 some ENVO:00002006	 some liquid water|desublimation process		obo:subsets/envo-basic.obo#envoPolar	A desublimation process during which water vapour is frozen into water ice.
ENVO:03000056	new ice formation process	ENVO:01000950|RO:0002233 some ENVO:00002006	 some liquid water|water ice formation process		obo:subsets/envo-basic.obo#envoPolar	An ice formation process during which water is frozen into a form of new ice such as frazil, grease ice, slush, or shuga.
ENVO:03000057	obsolete sea ice formation process				obo:subsets/envo-basic.obo#envoPolar	An ice formation process during which seawater is frozen into a sea ice.
ENVO:03000058	nilas formation process	ENVO:03000044|RO:0002233 some ENVO:03000063|RO:0002234 some ENVO:03000068	 some new ice| some nilas|sea ice formation process		obo:subsets/envo-basic.obo#envoPolar	A sea ice formation process during which new ice crystals freeze together, forming nilas, a thin, elastic, continuous, ice sheet of a transparent gray color.
ENVO:03000059	young ice formation process	ENVO:03000044|RO:0002234 some ENVO:03000069	 some young ice|sea ice formation process		obo:subsets/envo-basic.obo#envoPolar	A sea ice formation process during which water freezes to the bottom of an existing nilas ice floe creating a thicker ice floe known as young ice.
ENVO:03000060	first year ice formation process	ENVO:03000044|RO:0002234 some ENVO:03000071	 some first year ice|sea ice formation process		obo:subsets/envo-basic.obo#envoPolar	A sea ice formation process during which seawater freezes onto young ice during the cold season, forming first year ice.
ENVO:03000061	second year ice formation	ENVO:03000044|RO:0002234 some ENVO:03000072	 some second year ice|sea ice formation process		obo:subsets/envo-basic.obo#envoPolar	A sea ice formation process during which seawater freezes onto first year ice during the cold season, forming second year sea ice.
ENVO:03000062	multiyear ice formation process	ENVO:03000044|RO:0002234 some ENVO:03000073	 some multiyear ice|sea ice formation process		obo:subsets/envo-basic.obo#envoPolar	A sea ice formation process during which seawater freezes into second year ice during the cold season, forming multiyear ice.
ENVO:03000063	new ice	ENVO:01000277|RO:0002220 some ENVO:00000063|RO:0002353 some ENVO:03000056	 some new ice formation process| some water body|water ice		obo:subsets/envo-basic.obo#envoPolar	Water ice which is formed from freezing water and is suspended in a water body.
ENVO:03000065	ice floe	ENVO:01000293|RO:0002220 some ENVO:00000063|RO:0002473 some ENVO:01000277	 some water body| some water ice|ice mass	ice floes	obo:subsets/envo-basic.obo#envoPolar	An ice mass which forms a cohesive and contiguous sheet of water ice, floating upon the surface of a water body.
ENVO:03000066	sea ice floe	ENVO:03000065|RO:0002220 some ENVO:00001999|RO:0002354 some ENVO:03000044|RO:0002473 some ENVO:01000277	 some marine water body| some sea ice formation process| some water ice|ice floe	sea ice floes	obo:subsets/envo-basic.obo#envoPolar	An ice floe which is formed from frozen sea water, and floats upon the surface of a marine water body.
ENVO:03000067	pancake ice	ENVO:03000066|RO:0002220 some ENVO:00001999|RO:0002354 some ENVO:03000044|RO:0002473 some ENVO:01000277	 some marine water body| some sea ice formation process| some water ice|sea ice floe		obo:subsets/envo-basic.obo#envoPolar	A sea ice floe which has a rounded or circular shape and raised rims.
ENVO:03000068	nilas	ENVO:03000066|RO:0002220 some ENVO:00001999|RO:0002354 some ENVO:03000058|RO:0002473 some ENVO:01000277	 some marine water body| some nilas formation process| some water ice|sea ice floe		obo:subsets/envo-basic.obo#envoPolar	A sea ice floe which is thin, elastic, continuous, and of a transparent gray color, which results from the freezing of new ice.
ENVO:03000069	young ice	ENVO:03000066|RO:0002220 some ENVO:00001999|RO:0002354 some ENVO:03000059|RO:0002473 some ENVO:01000277	 some marine water body| some water ice| some young ice formation process|sea ice floe		obo:subsets/envo-basic.obo#envoPolar	A sea ice floe which is inflexible and thicker than nilas.
ENVO:03000071	first year ice	ENVO:00002200|RO:0001000 some ENVO:03000069|RO:0002353 some ENVO:03000060	 some first year ice formation process| some young ice|sea ice	seasonal ice	obo:subsets/envo-basic.obo#envoPolar	Sea ice which has formed over a single freezing season.
ENVO:03000072	second year ice	ENVO:00002200|RO:0002353 some ENVO:03000061	 some second year ice formation|sea ice		obo:subsets/envo-basic.obo#envoPolar	Sea ice which is thicker than first year ice, and has survived a seasonal melting process.
ENVO:03000073	multiyear ice	ENVO:00002200|RO:0002353 some ENVO:03000062	 some multiyear ice formation process|sea ice		obo:subsets/envo-basic.obo#envoPolar	Sea ice which is thicker than second year ice, and has survived more than two seasonal melting process.
ENVO:03000074	grease ice layer	ENVO:01001276|RO:0002220 some ENVO:00000063	 some water body|water ice layer		obo:subsets/envo-basic.obo#envoPolar	A layer which consists of a thin aggregate of frazil ice crystals, which float upon the surface of a water body.
ENVO:03000075	shuga	ENVO:03000063	new ice		obo:subsets/envo-basic.obo#envoPolar	New ice, which is spongy, lumpy and opaque, and forms from water which freezes in an agitated water body.
ENVO:03000076	slush ice	ENVO:00010483	environmental material		obo:subsets/envo-basic.obo#envoPolar	A slurry of frazil, snow, and liquid water.
ENVO:03000077	slush ice layer	ENVO:01001276|RO:0002220 some ENVO:00000063|RO:0002473 some ENVO:03000076	 some slush ice| some water body|water ice layer		obo:subsets/envo-basic.obo#envoPolar	A layer which consists of slush ice.
ENVO:03000078	slush formation process	ENVO:03000056|RO:0002234 some ENVO:03000076	 some slush ice|new ice formation process		obo:subsets/envo-basic.obo#envoPolar	A new ice formation process in which slush ice is formed.
ENVO:03000079	shuga formation process	ENVO:03000056|RO:0002233 some ENVO:00002006|RO:0002234 some ENVO:03000075	 some liquid water| some shuga|new ice formation process		obo:subsets/envo-basic.obo#envoPolar	A new ice formation process in which shuga is formed.
ENVO:03000082	thermokarst lake	BFO:0000050 some ENVO:03000085|ENVO:00000021|RO:0002220 some ENVO:03000084|RO:0002354 some ENVO:03000086|RO:0002473 some ENVO:01000722	 some ice-bearing permafrost thawing process| some meltwater| some thermokarst| some thermokarst depression|freshwater lake	cave-in lake|thaw lake|thermokarst lakes	obo:subsets/envo-basic.obo#envoPolar	A freshwater lake which fills a depression formed by the erosion of thermokarst caused by permafrost thaw.
ENVO:03000083	methane-releasing thermokarst lake	ENVO:03000082|RO:0000056 some ENVO:03000094|RO:0002220 some ENVO:01000267	 some atmosphere| some methane gas emission process|thermokarst lake		obo:subsets/envo-basic.obo#envoPolar	A thermokarst lake through which methane gas released from thawing permafrost, or other methane stores, rises and escapes to the atmosphere.
ENVO:03000084	thermokarst depression	BFO:0000050 some ENVO:03000085|ENVO:03000015|RO:0002354 some ENVO:03000086	 some ice-bearing permafrost thawing process| some thermokarst|geographic basin		obo:subsets/envo-basic.obo#envoPolar	A geographic basin which is formed due to the erosion of thermokarst by meltwater released from thawing permafrost.
ENVO:03000085	thermokarst	BFO:0000051 some ENVO:03000084|ENVO:01000635|RO:0002354 some ENVO:03000086	 some ice-bearing permafrost thawing process| some thermokarst depression|planetary landmass		obo:subsets/envo-basic.obo#envoPolar	An irregular land surface which consists of marshy hollows, hummocks, thermokarst depressions and thermokarst lakes formed from the erosion of ice-rich thawing permafrost areas.
ENVO:03000086	ice-bearing permafrost thawing process	BFO:0000051 some ENVO:01000720|ENVO:01001613|RO:0002234 some ENVO:01000722|RO:0002411 some ENVO:03000094	 some hydrological melting process| some meltwater| some methane gas emission process|permafrost thawing process		obo:subsets/envo-basic.obo#envoPolar	A permafrost thawing process during which water-based ice or snow present in permafrost is converted into meltwater.
ENVO:03000088	methane-laden permafrost	ENVO:00000134	permafrost	bulgunyakh	obo:subsets/envo-basic.obo#envoPolar	Permafrost which contains pockets of trapped methane gas.
ENVO:03000089	permafrost crater derived from a methane explosion	ENVO:00000514|RO:0002354 some ENVO:03000091	 some permafrost methane explosion|crater	gigantic funnel	obo:subsets/envo-basic.obo#envoPolar	A crater which is found in permafrost and formed as a result of an explosion fuelled by methane formerly contained in that permafrost.
ENVO:03000090	explosion process	ENVO:01000839|RO:0002234 some ENVO:01000797	 some gaseous environmental material|combustion process	explosion	obo:subsets/envo-basic.obo#envoPolar	A process during which a material entity undergoes a rapid increase in volume, releasing gasses and various forms of energy, often including thermal, light and sound energy.
ENVO:03000091	permafrost methane explosion	BFO:0000066 some ENVO:00000134|ENVO:03000090|RO:0000057 some ENVO:00000134	 some permafrost| some permafrost|explosion process		obo:subsets/envo-basic.obo#environmental_hazards|obo:subsets/envo-basic.obo#envoPolar	An explosion during which methane-rich gas trapped in permafrost combusts.
ENVO:03000092	gas emission process	ENVO:03000010	material transport process		obo:subsets/envo-basic.obo#envoPolar	A material transport process during which a portion of gaseous environmental material is transported into the atmosphere.
ENVO:03000093	hydrocarbon gas emission process	ENVO:03000092|RO:0000057 some ENVO:01000554|RO:0002411 some ENVO:02500004	 some greenhouse effect| some hydrocarbon gas|gas emission process		obo:subsets/envo-basic.obo#envoPolar	A gas emission process during which a portion of hydrocarbon gas is transported into the atmosphere.
ENVO:03000094	methane gas emission process	ENVO:03000093	hydrocarbon gas emission process		obo:subsets/envo-basic.obo#envoPolar	A hydrocarbon gas emission process during which a portion of methane gas is transported into the atmosphere.
